0.00.021.197 I cmn  common_param: common_params_print_info: verbosity = 3 (adjust with the `-lv N` CLI arg)
0.00.024.432 I srv    load_model: loading model '/userdata/llama/models/SmolVLM-500M-Instruct-Q8_0.gguf'
0.02.412.611 W load_tensors: ffn up/down are swapped
0.02.939.088 I srv    load_model: loaded multimodal model, '/userdata/llama/models/mmproj-SmolVLM-500M-Instruct-Q8_0.gguf'
0.03.074.815 I srv    load_model: initializing, n_slots = 4, n_ctx_slot = 8192, kv_unified = 'true'
0.03.079.311 I srv  llama_server: model loaded
0.03.079.319 I srv  llama_server: listening on http://127.0.0.1:8088
0.04.406.776 I slot get_availabl: id  3 | task -1 | selected slot by LRU, t_last = -1
1.20.039.349 I slot launch_slot_: id  3 | task 50 | processing task, is_child = 0
1.27.641.238 I slot print_timing: id  3 | task 50 | prompt eval time =    7494.27 ms /   149 tokens (   50.30 ms per token,    19.88 tokens per second)
1.27.641.250 I slot print_timing: id  3 | task 50 |        eval time =     107.29 ms /     3 tokens (   35.76 ms per token,    27.96 tokens per second)
1.27.641.251 I slot print_timing: id  3 | task 50 |       total time =    7601.56 ms /   152 tokens
1.27.641.253 I slot print_timing: id  3 | task 50 |    graphs reused =         12
1.27.641.289 I slot      release: id  3 | task 50 | stop processing: n_tokens = 151, truncated = 0
1.27.654.524 I slot get_availabl: id  3 | task -1 | selected slot by LCP similarity, sim_best = 0.396 (> 0.100 thold), f_keep = 0.391
1.27.658.715 I slot launch_slot_: id  3 | task 55 | processing task, is_child = 0
1.35.170.882 I slot print_timing: id  3 | task 55 | prompt eval time =    7415.73 ms /   149 tokens (   49.77 ms per token,    20.09 tokens per second)
1.35.170.893 I slot print_timing: id  3 | task 55 |        eval time =      96.33 ms /     3 tokens (   32.11 ms per token,    31.14 tokens per second)
1.35.170.894 I slot print_timing: id  3 | task 55 |       total time =    7512.06 ms /   152 tokens
1.35.170.896 I slot print_timing: id  3 | task 55 |    graphs reused =         13
1.35.170.933 I slot      release: id  3 | task 55 | stop processing: n_tokens = 151, truncated = 0
1.35.203.632 I slot get_availabl: id  3 | task -1 | selected slot by LCP similarity, sim_best = 0.396 (> 0.100 thold), f_keep = 0.391
1.35.214.278 I slot launch_slot_: id  3 | task 60 | processing task, is_child = 0
1.42.776.036 I slot print_timing: id  3 | task 60 | prompt eval time =    7470.50 ms /   149 tokens (   50.14 ms per token,    19.95 tokens per second)
1.42.776.047 I slot print_timing: id  3 | task 60 |        eval time =      91.02 ms /     3 tokens (   30.34 ms per token,    32.96 tokens per second)
1.42.776.048 I slot print_timing: id  3 | task 60 |       total time =    7561.52 ms /   152 tokens
1.42.776.050 I slot print_timing: id  3 | task 60 |    graphs reused =         14
1.42.776.089 I slot      release: id  3 | task 60 | stop processing: n_tokens = 151, truncated = 0
1.42.808.896 I slot get_availabl: id  3 | task -1 | selected slot by LCP similarity, sim_best = 0.396 (> 0.100 thold), f_keep = 0.391
1.42.819.475 I slot launch_slot_: id  3 | task 65 | processing task, is_child = 0
1.50.335.208 I slot print_timing: id  3 | task 65 | prompt eval time =    7438.86 ms /   149 tokens (   49.93 ms per token,    20.03 tokens per second)
1.50.335.220 I slot print_timing: id  3 | task 65 |        eval time =      76.55 ms /     3 tokens (   25.52 ms per token,    39.19 tokens per second)
1.50.335.221 I slot print_timing: id  3 | task 65 |       total time =    7515.41 ms /   152 tokens
1.50.335.224 I slot print_timing: id  3 | task 65 |    graphs reused =         15
1.50.335.259 I slot      release: id  3 | task 65 | stop processing: n_tokens = 151, truncated = 0
1.50.348.495 I slot get_availabl: id  3 | task -1 | selected slot by LCP similarity, sim_best = 0.396 (> 0.100 thold), f_keep = 0.391
1.50.351.892 I slot launch_slot_: id  3 | task 70 | processing task, is_child = 0
1.57.875.223 I slot print_timing: id  3 | task 70 | prompt eval time =    7417.66 ms /   149 tokens (   49.78 ms per token,    20.09 tokens per second)
1.57.875.231 I slot print_timing: id  3 | task 70 |        eval time =     105.60 ms /     3 tokens (   35.20 ms per token,    28.41 tokens per second)
1.57.875.232 I slot print_timing: id  3 | task 70 |       total time =    7523.27 ms /   152 tokens
1.57.875.235 I slot print_timing: id  3 | task 70 |    graphs reused =         16
1.57.875.274 I slot      release: id  3 | task 70 | stop processing: n_tokens = 151, truncated = 0
1.57.907.803 I slot get_availabl: id  3 | task -1 | selected slot by LCP similarity, sim_best = 0.396 (> 0.100 thold), f_keep = 0.391
1.57.918.225 I slot launch_slot_: id  3 | task 75 | processing task, is_child = 0
2.05.426.933 I slot print_timing: id  3 | task 75 | prompt eval time =    7428.98 ms /   149 tokens (   49.86 ms per token,    20.06 tokens per second)
2.05.426.941 I slot print_timing: id  3 | task 75 |        eval time =      79.50 ms /     3 tokens (   26.50 ms per token,    37.74 tokens per second)
2.05.426.942 I slot print_timing: id  3 | task 75 |       total time =    7508.48 ms /   152 tokens
2.05.426.945 I slot print_timing: id  3 | task 75 |    graphs reused =         17
2.05.426.983 I slot      release: id  3 | task 75 | stop processing: n_tokens = 151, truncated = 0
2.05.459.481 I slot get_availabl: id  3 | task -1 | selected slot by LCP similarity, sim_best = 0.396 (> 0.100 thold), f_keep = 0.391
2.05.466.992 I slot launch_slot_: id  3 | task 80 | processing task, is_child = 0
2.13.005.371 I slot print_timing: id  3 | task 80 | prompt eval time =    7435.79 ms /   149 tokens (   49.90 ms per token,    20.04 tokens per second)
2.13.005.392 I slot print_timing: id  3 | task 80 |        eval time =     102.40 ms /     3 tokens (   34.13 ms per token,    29.30 tokens per second)
2.13.005.399 I slot print_timing: id  3 | task 80 |       total time =    7538.19 ms /   152 tokens
2.13.005.404 I slot print_timing: id  3 | task 80 |    graphs reused =         18
2.13.005.492 I slot      release: id  3 | task 80 | stop processing: n_tokens = 151, truncated = 0
2.13.038.032 I slot get_availabl: id  3 | task -1 | selected slot by LCP similarity, sim_best = 0.396 (> 0.100 thold), f_keep = 0.391
2.13.048.522 I slot launch_slot_: id  3 | task 85 | processing task, is_child = 0
2.20.610.199 I slot print_timing: id  3 | task 85 | prompt eval time =    7473.28 ms /   149 tokens (   50.16 ms per token,    19.94 tokens per second)
2.20.610.208 I slot print_timing: id  3 | task 85 |        eval time =      88.13 ms /     3 tokens (   29.38 ms per token,    34.04 tokens per second)
2.20.610.210 I slot print_timing: id  3 | task 85 |       total time =    7561.40 ms /   152 tokens
2.20.610.212 I slot print_timing: id  3 | task 85 |    graphs reused =         19
2.20.610.248 I slot      release: id  3 | task 85 | stop processing: n_tokens = 151, truncated = 0
2.20.642.885 I slot get_availabl: id  3 | task -1 | selected slot by LCP similarity, sim_best = 0.396 (> 0.100 thold), f_keep = 0.391
2.20.649.635 I slot launch_slot_: id  3 | task 90 | processing task, is_child = 0
2.28.159.726 I slot print_timing: id  3 | task 90 | prompt eval time =    7409.72 ms /   149 tokens (   49.73 ms per token,    20.11 tokens per second)
2.28.159.737 I slot print_timing: id  3 | task 90 |        eval time =     100.27 ms /     3 tokens (   33.42 ms per token,    29.92 tokens per second)
2.28.159.738 I slot print_timing: id  3 | task 90 |       total time =    7509.99 ms /   152 tokens
2.28.159.740 I slot print_timing: id  3 | task 90 |    graphs reused =         20
2.28.159.778 I slot      release: id  3 | task 90 | stop processing: n_tokens = 151, truncated = 0
2.28.192.514 I slot get_availabl: id  3 | task -1 | selected slot by LCP similarity, sim_best = 0.396 (> 0.100 thold), f_keep = 0.391
2.28.199.817 I slot launch_slot_: id  3 | task 95 | processing task, is_child = 0
2.35.757.451 I slot print_timing: id  3 | task 95 | prompt eval time =    7459.90 ms /   149 tokens (   50.07 ms per token,    19.97 tokens per second)
2.35.757.464 I slot print_timing: id  3 | task 95 |        eval time =      97.57 ms /     3 tokens (   32.52 ms per token,    30.75 tokens per second)
2.35.757.466 I slot print_timing: id  3 | task 95 |       total time =    7557.47 ms /   152 tokens
2.35.757.468 I slot print_timing: id  3 | task 95 |    graphs reused =         21
2.35.757.508 I slot      release: id  3 | task 95 | stop processing: n_tokens = 151, truncated = 0
2.35.794.669 I slot get_availabl: id  3 | task -1 | selected slot by LCP similarity, sim_best = 0.396 (> 0.100 thold), f_keep = 0.391
2.35.802.635 I slot launch_slot_: id  3 | task 100 | processing task, is_child = 0
2.43.386.018 I slot print_timing: id  3 | task 100 | prompt eval time =    7480.06 ms /   149 tokens (   50.20 ms per token,    19.92 tokens per second)
2.43.386.029 I slot print_timing: id  3 | task 100 |        eval time =     103.22 ms /     3 tokens (   34.41 ms per token,    29.07 tokens per second)
2.43.386.031 I slot print_timing: id  3 | task 100 |       total time =    7583.28 ms /   152 tokens
2.43.386.032 I slot print_timing: id  3 | task 100 |    graphs reused =         22
2.43.386.069 I slot      release: id  3 | task 100 | stop processing: n_tokens = 151, truncated = 0
2.43.423.008 I slot get_availabl: id  3 | task -1 | selected slot by LCP similarity, sim_best = 0.396 (> 0.100 thold), f_keep = 0.391
2.43.429.614 I slot launch_slot_: id  3 | task 105 | processing task, is_child = 0
2.50.949.746 I slot print_timing: id  3 | task 105 | prompt eval time =    7435.45 ms /   149 tokens (   49.90 ms per token,    20.04 tokens per second)
2.50.949.811 I slot print_timing: id  3 | task 105 |        eval time =      84.58 ms /     3 tokens (   28.19 ms per token,    35.47 tokens per second)
2.50.949.822 I slot print_timing: id  3 | task 105 |       total time =    7520.03 ms /   152 tokens
2.50.949.834 I slot print_timing: id  3 | task 105 |    graphs reused =         23
2.50.949.881 I slot      release: id  3 | task 105 | stop processing: n_tokens = 151, truncated = 0
2.50.986.806 I slot get_availabl: id  3 | task -1 | selected slot by LCP similarity, sim_best = 0.396 (> 0.100 thold), f_keep = 0.391
2.50.997.552 I slot launch_slot_: id  3 | task 110 | processing task, is_child = 0
2.58.543.554 I slot print_timing: id  3 | task 110 | prompt eval time =    7439.45 ms /   149 tokens (   49.93 ms per token,    20.03 tokens per second)
2.58.543.566 I slot print_timing: id  3 | task 110 |        eval time =     106.32 ms /     3 tokens (   35.44 ms per token,    28.22 tokens per second)
2.58.543.568 I slot print_timing: id  3 | task 110 |       total time =    7545.76 ms /   152 tokens
2.58.543.570 I slot print_timing: id  3 | task 110 |    graphs reused =         24
2.58.543.607 I slot      release: id  3 | task 110 | stop processing: n_tokens = 151, truncated = 0
2.58.580.611 I slot get_availabl: id  3 | task -1 | selected slot by LCP similarity, sim_best = 0.396 (> 0.100 thold), f_keep = 0.391
2.58.587.283 I slot launch_slot_: id  3 | task 115 | processing task, is_child = 0
3.06.121.237 I slot print_timing: id  3 | task 115 | prompt eval time =    7447.12 ms /   149 tokens (   49.98 ms per token,    20.01 tokens per second)
3.06.121.247 I slot print_timing: id  3 | task 115 |        eval time =      86.69 ms /     3 tokens (   28.90 ms per token,    34.61 tokens per second)
3.06.121.248 I slot print_timing: id  3 | task 115 |       total time =    7533.81 ms /   152 tokens
3.06.121.250 I slot print_timing: id  3 | task 115 |    graphs reused =         25
3.06.121.289 I slot      release: id  3 | task 115 | stop processing: n_tokens = 151, truncated = 0
3.06.158.456 I slot get_availabl: id  3 | task -1 | selected slot by LCP similarity, sim_best = 0.396 (> 0.100 thold), f_keep = 0.391
3.06.169.143 I slot launch_slot_: id  3 | task 120 | processing task, is_child = 0
3.13.742.280 I slot print_timing: id  3 | task 120 | prompt eval time =    7477.73 ms /   149 tokens (   50.19 ms per token,    19.93 tokens per second)
3.13.742.292 I slot print_timing: id  3 | task 120 |        eval time =      95.09 ms /     3 tokens (   31.70 ms per token,    31.55 tokens per second)
3.13.742.294 I slot print_timing: id  3 | task 120 |       total time =    7572.82 ms /   152 tokens
3.13.742.296 I slot print_timing: id  3 | task 120 |    graphs reused =         26
3.13.742.333 I slot      release: id  3 | task 120 | stop processing: n_tokens = 151, truncated = 0
3.13.779.544 I slot get_availabl: id  3 | task -1 | selected slot by LCP similarity, sim_best = 0.396 (> 0.100 thold), f_keep = 0.391
3.13.790.128 I slot launch_slot_: id  3 | task 125 | processing task, is_child = 0
3.21.358.635 I slot print_timing: id  3 | task 125 | prompt eval time =    7477.36 ms /   149 tokens (   50.18 ms per token,    19.93 tokens per second)
3.21.358.645 I slot print_timing: id  3 | task 125 |        eval time =      90.80 ms /     3 tokens (   30.27 ms per token,    33.04 tokens per second)
3.21.358.647 I slot print_timing: id  3 | task 125 |       total time =    7568.16 ms /   152 tokens
3.21.358.649 I slot print_timing: id  3 | task 125 |    graphs reused =         27
3.21.358.686 I slot      release: id  3 | task 125 | stop processing: n_tokens = 151, truncated = 0
3.21.395.921 I slot get_availabl: id  3 | task -1 | selected slot by LCP similarity, sim_best = 0.396 (> 0.100 thold), f_keep = 0.391
3.21.406.299 I slot launch_slot_: id  3 | task 130 | processing task, is_child = 0
3.28.957.495 I slot print_timing: id  3 | task 130 | prompt eval time =    7466.37 ms /   149 tokens (   50.11 ms per token,    19.96 tokens per second)
3.28.957.513 I slot print_timing: id  3 | task 130 |        eval time =      84.47 ms /     3 tokens (   28.16 ms per token,    35.52 tokens per second)
3.28.957.520 I slot print_timing: id  3 | task 130 |       total time =    7550.84 ms /   152 tokens
3.28.957.527 I slot print_timing: id  3 | task 130 |    graphs reused =         28
3.28.957.612 I slot      release: id  3 | task 130 | stop processing: n_tokens = 151, truncated = 0
3.28.994.451 I slot get_availabl: id  3 | task -1 | selected slot by LCP similarity, sim_best = 0.396 (> 0.100 thold), f_keep = 0.391
3.29.002.075 I slot launch_slot_: id  3 | task 135 | processing task, is_child = 0
3.36.581.708 I slot print_timing: id  3 | task 135 | prompt eval time =    7491.79 ms /   149 tokens (   50.28 ms per token,    19.89 tokens per second)
3.36.581.731 I slot print_timing: id  3 | task 135 |        eval time =      87.64 ms /     3 tokens (   29.21 ms per token,    34.23 tokens per second)
3.36.581.734 I slot print_timing: id  3 | task 135 |       total time =    7579.44 ms /   152 tokens
3.36.581.742 I slot print_timing: id  3 | task 135 |    graphs reused =         29
3.36.581.827 I slot      release: id  3 | task 135 | stop processing: n_tokens = 151, truncated = 0
3.36.618.480 I slot get_availabl: id  3 | task -1 | selected slot by LCP similarity, sim_best = 0.396 (> 0.100 thold), f_keep = 0.391
3.36.625.249 I slot launch_slot_: id  3 | task 140 | processing task, is_child = 0
3.44.151.981 I slot print_timing: id  3 | task 140 | prompt eval time =    7438.42 ms /   149 tokens (   49.92 ms per token,    20.03 tokens per second)
3.44.152.046 I slot print_timing: id  3 | task 140 |        eval time =      88.18 ms /     3 tokens (   29.39 ms per token,    34.02 tokens per second)
3.44.152.058 I slot print_timing: id  3 | task 140 |       total time =    7526.60 ms /   152 tokens
3.44.152.069 I slot print_timing: id  3 | task 140 |    graphs reused =         30
3.44.152.116 I slot      release: id  3 | task 140 | stop processing: n_tokens = 151, truncated = 0
3.44.188.556 I slot get_availabl: id  3 | task -1 | selected slot by LCP similarity, sim_best = 0.396 (> 0.100 thold), f_keep = 0.391
3.44.199.438 I slot launch_slot_: id  3 | task 145 | processing task, is_child = 0
3.51.751.072 I slot print_timing: id  3 | task 145 | prompt eval time =    7446.09 ms /   149 tokens (   49.97 ms per token,    20.01 tokens per second)
3.51.751.136 I slot print_timing: id  3 | task 145 |        eval time =     105.21 ms /     3 tokens (   35.07 ms per token,    28.51 tokens per second)
3.51.751.147 I slot print_timing: id  3 | task 145 |       total time =    7551.30 ms /   152 tokens
3.51.751.156 I slot print_timing: id  3 | task 145 |    graphs reused =         31
3.51.751.190 I slot      release: id  3 | task 145 | stop processing: n_tokens = 151, truncated = 0
3.51.787.796 I slot get_availabl: id  3 | task -1 | selected slot by LCP similarity, sim_best = 0.396 (> 0.100 thold), f_keep = 0.391
3.51.798.524 I slot launch_slot_: id  3 | task 150 | processing task, is_child = 0
3.59.376.390 I slot print_timing: id  3 | task 150 | prompt eval time =    7469.09 ms /   149 tokens (   50.13 ms per token,    19.95 tokens per second)
3.59.376.401 I slot print_timing: id  3 | task 150 |        eval time =     108.44 ms /     3 tokens (   36.15 ms per token,    27.66 tokens per second)
3.59.376.402 I slot print_timing: id  3 | task 150 |       total time =    7577.53 ms /   152 tokens
3.59.376.404 I slot print_timing: id  3 | task 150 |    graphs reused =         32
3.59.376.441 I slot      release: id  3 | task 150 | stop processing: n_tokens = 151, truncated = 0
3.59.413.169 I slot get_availabl: id  3 | task -1 | selected slot by LCP similarity, sim_best = 0.396 (> 0.100 thold), f_keep = 0.391
3.59.424.102 I slot launch_slot_: id  3 | task 155 | processing task, is_child = 0
4.06.916.979 I slot print_timing: id  3 | task 155 | prompt eval time =    7393.82 ms /   149 tokens (   49.62 ms per token,    20.15 tokens per second)
4.06.916.989 I slot print_timing: id  3 | task 155 |        eval time =      98.81 ms /     3 tokens (   32.94 ms per token,    30.36 tokens per second)
4.06.916.990 I slot print_timing: id  3 | task 155 |       total time =    7492.63 ms /   152 tokens
4.06.916.992 I slot print_timing: id  3 | task 155 |    graphs reused =         33
4.06.917.032 I slot      release: id  3 | task 155 | stop processing: n_tokens = 151, truncated = 0
4.06.953.902 I slot get_availabl: id  3 | task -1 | selected slot by LCP similarity, sim_best = 0.396 (> 0.100 thold), f_keep = 0.391
4.06.960.961 I slot launch_slot_: id  3 | task 160 | processing task, is_child = 0
4.14.515.942 I slot print_timing: id  3 | task 160 | prompt eval time =    7476.36 ms /   149 tokens (   50.18 ms per token,    19.93 tokens per second)
4.14.515.953 I slot print_timing: id  3 | task 160 |        eval time =      78.50 ms /     3 tokens (   26.17 ms per token,    38.21 tokens per second)
4.14.515.954 I slot print_timing: id  3 | task 160 |       total time =    7554.86 ms /   152 tokens
4.14.515.956 I slot print_timing: id  3 | task 160 |    graphs reused =         34
4.14.515.994 I slot      release: id  3 | task 160 | stop processing: n_tokens = 151, truncated = 0
4.14.552.908 I slot get_availabl: id  3 | task -1 | selected slot by LCP similarity, sim_best = 0.396 (> 0.100 thold), f_keep = 0.391
4.14.563.735 I slot launch_slot_: id  3 | task 165 | processing task, is_child = 0
4.22.129.852 I slot print_timing: id  3 | task 165 | prompt eval time =    7471.18 ms /   149 tokens (   50.14 ms per token,    19.94 tokens per second)
4.22.129.863 I slot print_timing: id  3 | task 165 |        eval time =      94.69 ms /     3 tokens (   31.56 ms per token,    31.68 tokens per second)
4.22.129.864 I slot print_timing: id  3 | task 165 |       total time =    7565.87 ms /   152 tokens
4.22.129.867 I slot print_timing: id  3 | task 165 |    graphs reused =         35
4.22.129.905 I slot      release: id  3 | task 165 | stop processing: n_tokens = 151, truncated = 0
4.22.145.192 I slot get_availabl: id  3 | task -1 | selected slot by LCP similarity, sim_best = 0.396 (> 0.100 thold), f_keep = 0.391
4.22.156.353 I slot launch_slot_: id  3 | task 170 | processing task, is_child = 0
4.29.673.990 I slot print_timing: id  3 | task 170 | prompt eval time =    7438.01 ms /   149 tokens (   49.92 ms per token,    20.03 tokens per second)
4.29.674.000 I slot print_timing: id  3 | task 170 |        eval time =      79.31 ms /     3 tokens (   26.44 ms per token,    37.82 tokens per second)
4.29.674.001 I slot print_timing: id  3 | task 170 |       total time =    7517.32 ms /   152 tokens
4.29.674.003 I slot print_timing: id  3 | task 170 |    graphs reused =         36
4.29.674.041 I slot      release: id  3 | task 170 | stop processing: n_tokens = 151, truncated = 0
4.29.689.048 I slot get_availabl: id  3 | task -1 | selected slot by LCP similarity, sim_best = 0.396 (> 0.100 thold), f_keep = 0.391
4.29.693.298 I slot launch_slot_: id  3 | task 175 | processing task, is_child = 0
4.37.244.890 I slot print_timing: id  3 | task 175 | prompt eval time =    7462.55 ms /   149 tokens (   50.08 ms per token,    19.97 tokens per second)
4.37.244.901 I slot print_timing: id  3 | task 175 |        eval time =      88.89 ms /     3 tokens (   29.63 ms per token,    33.75 tokens per second)
